frag_smiles,frag_rogue_smiles,attribution
[1*]C([1*])=O,C()=O,-0.0577444344758988
[5*]N[5*],N,-0.0496783286333084
[4*]C[8*],C,0.0632529646158217
[16*]c1ccccc1,c1ccccc1,-0.0553769260644912
[5*]N([5*])[5*],N(),0.008616542816162
[16*]c1ccc(Br)cc1,c1ccc(Br)cc1,0.2519261166453361
[5*]N1CCC([15*])CC1,N1CCC()CC1,0.3826997861266136
[4*]C[8*],C,0.0268188506364821
[16*]c1ccncc1,c1ccncc1,-0.1767855256795882
[3*]OC,OC,0.0016254035755992
[16*]c1ccc([16*])c([16*])c1,c1ccc()c()c1,0.0438407828100026
[8*]C(F)(F)F,C(F)(F)F,-0.0063258392270654
[12*]S(=O)(=O)c1ccc2c([14*])ncnc2c1,S(=O)(=O)c1ccc2c()ncnc2c1,-0.0322387430816889
[5*]N[5*],N,-0.0287628611549735
[14*]c1nccs1,c1nccs1,-0.0471016741357743
[4*]CC([6*])=O,CC()=O,-0.0021659618243574
[5*]N1C(C([6*])=O)=C(O)c2ccccc2S1(=O)=O,N1C(C()=O)=C(O)c2ccccc2S1(=O)=O,-0.2121798019856215
[16*]c1ccccc1,c1ccccc1,0.0252403278835118
[16*]c1ccccc1,c1ccccc1,0.0245454155374319
[16*]c1ccc(C)cc1,c1ccc(C)cc1,0.3970390409231186
[14*]c1ncc(S(=O)(=O)c2cc([16*])cc(S(C)(=O)=O)c2)s1,c1ncc(S(=O)(=O)c2cc()cc(S(C)(=O)=O)c2)s1,0.2016716122627257
[8*]CN,CN,0.0067720070481299
[4*]C(C)C,C(C)C,-0.0119682490825653
[5*]N([5*])[5*],N(),-0.0166918277740478
[4*]CC[4*],CC,0.0624519646167754
[3*]O[3*],O,-0.0033688843250274
[16*]c1ccc([16*])cc1,c1ccc()cc1,0.2974377870559693
[9*]n1ccc([16*])cc1=O,n1ccc()cc1=O,-0.0640344083309173
[3*]O[3*],O,-0.0017688453197479
[4*]C[8*],C,0.0093873262405395
[16*]c1ccccc1,c1ccccc1,0.4477065324783326
[4*]C(C)C,C(C)C,-0.0119682192802429
[5*]NC,NC,-0.0082163214683532
[1*]C([6*])=O,C()=O,-0.0005462378263473
[14*]c1oc2ccc([16*])cc2c1[16*],c1oc2ccc()cc2c1,0.2491653680801391
[16*]c1ccc(F)cc1,c1ccc(F)cc1,0.2974461771547795
[16*]c1ccc(C)c([16*])c1,c1ccc(C)c()c1,0.2217421516776085
[1*]C([6*])=O,C()=O,-0.0402266234159469
[5*]N[5*],N,-0.0350600779056549
[15*]C1([15*])CC1,C1()CC1,-0.0222320407629013
[14*]c1ccccn1,c1ccccn1,0.0475667342543602
[1*]C([6*])=O,C()=O,-0.0153901487588882
[5*]N[5*],N,-0.0158853098750115
[16*]c1ccc([16*])cc1,c1ccc()cc1,0.0530606155283748
[14*]c1nnc([14*])o1,c1nnc()o1,-0.5652532931417228
[5*]N[5*],N,-0.0329451154917479
[4*]CCCC[4*],CCCC,-0.0100679267197847
[5*]N1CCOCC1,N1CCOCC1,-0.1394148226827383
[16*]c1ccccc1F,c1ccccc1F,0.071444082353264
[16*]c1ccc(C)cc1,c1ccc(C)cc1,0.2124658584594726
[3*]O[3*],O,0.0003242135047912
[4*]CCC[8*],CCC,0.0757752120494842
[14*]c1cc(N)cc([14*])n1,c1cc(N)cc()n1,-0.0434530198574065
[4*]CCC[8*],CCC,0.0757752060890197
[3*]O[3*],O,0.0003241896629334
[16*]c1ccc(C)cc1,c1ccc(C)cc1,0.2124658644199372
[9*]n1cc([14*])nc1N,n1cc()nc1N,-0.4423253003507852
[16*]c1ccc(F)cc1,c1ccc(F)cc1,0.1168052969500423
[8*]CC([8*])O,CC()O,-0.0628734823316335
[16*]c1ccc([16*])c(Cl)c1,c1ccc()c(Cl)c1,0.0815113112330437
[8*]C(F)(F)F,C(F)(F)F,-0.123289181664586
[5*]NC,NC,-0.0248215390369297
[1*]C([6*])=O,C()=O,-0.2078504377976061
[14*]c1cc([16*])c([16*])cn1,c1cc()c()cn1,0.0607900260947644
[5*]N[5*],N,0.0095574168488383
[14*]c1ccc(C)nn1,c1ccc(C)nn1,0.0536483747884631
[5*]N[5*],N,0.0085975794121622
[16*]c1ccccc1S(C)(=O)=O,c1ccccc1S(C)(=O)=O,-0.0239978784695268
[15*]C1CCN(C)CC1,C1CCN(C)CC1,0.5080700263381004
[8*]C[8*],C,0.0077890753746032
[9*]n1nc([14*])c2c(N)ncnc21,n1nc()c2c(N)ncnc21,0.0017458319664002
[16*]c1ccc2cc([16*])ccc2c1,c1ccc2cc()ccc2c1,0.2001301109790801
[3*]O[3*],O,0.0197761714458465
[15*]C1CCC1,C1CCC1,0.1264883995056152
[1*]C([1*])=O,C()=O,-0.6560376597568394
[5*]N[5*],N,-0.0110012896358967
[16*]c1cc(Cl)ccc1Cl,c1cc(Cl)ccc1Cl,0.0181042168638669
[5*]N[5*],N,-0.1062673095613717
[12*]S(=O)(=O)c1ccc([16*])cc1,S(=O)(=O)c1ccc()cc1,-0.3088440468534828
[3*]O[3*],O,-0.0003613676875829
[4*]CCC[4*],CCC,0.0054439165629446
[5*]N1CCCC1,N1CCCC1,0.0102242757100612
[5*]N[5*],N,-0.0249524973332881
[1*]C([6*])=O,C()=O,-0.128508536890149
[14*]c1ccc(Cl)cn1,c1ccc(Cl)cn1,0.0765273063909263
[16*]c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,-0.0243049461394547
[14*]c1ccc(C=NN2CC(=O)N=C2[O-])o1,c1ccc(C=NN2CC(=O)N=C2[O-])o1,-0.0692159717902541
[16*]c1ccc([N+](=O)[O-])cc1,c1ccc([N+](=O)[O-])cc1,0.0263293853029609
[5*]N1CCN(C)CC1,N1CCN(C)CC1,0.7999482642859221
[4*]C[8*],C,0.0198958754539488
[14*]c1n[nH]c2c1Cc1cc([16*])ccc1-2,c1n[nH]c2c1Cc1cc()ccc1-2,0.2970897436141967
[4*]CC#Cc1cc([16*])cs1,CC#Cc1cc()cs1,0.3781596645712852
[5*]N[5*],N,-0.0293223977088927
[1*]C([1*])=O,C()=O,-0.0214345991611479
[5*]N[5*],N,-0.0271967470645904
[16*]c1ccccc1,c1ccccc1,0.139819249510765
[14*]c1nc2ncc(Cl)cc2o1,c1nc2ncc(Cl)cc2o1,0.4862862441688776
[5*]N1CCN2CCC1CC2,N1CCN2CCC1CC2,0.4917211122810841
[1*]C(C)=O,C(C)=O,-0.0215955018997192
[5*]N[5*],N,-0.0041490972042084
[4*]CC[C@H]([4*])[8*],CC[C@H](),0.1402093589305877
[5*]N1[C@H]2CC[C@@H]1C[C@H]([15*])C2,N1[C@H]2CC[C@@H]1C[C@H]()C2,0.6947432696819306
[9*]n1c(C)nc2ccccc21,n1c(C)nc2ccccc21,0.0279221475124358
[16*]c1ccccc1,c1ccccc1,0.08579363822937
